Year,Type,Authors,Publication,Volume,Pages,ISSN,Title,Impreso,PDF,Group,DOI,Type II,Proyect ID,Institution Authors,Colciencias Clasification,Impact Factor,Proyecto,NPages,First_UdeA_Author,Año,Tipo,Autor(es),Artículo,Vol.,pág.,Revista,Grupo,Clasificación Colciencias,Factor de Impacto,Area,Cites,Simple,Estudiantes
1998,Internacional,"De Grave, Eddy; Da Costa, GM; Bowen, LH; Barrero, CA; Vandenberghe, RE; ",Hyperfine Interactions,117,245.0,0304-3843,Characterisation of soil-oxide analogs by applied-field 57Fe Mössbauer spectroscopy,,,GES: Estado Sólido,Not DOI,,,Barrero Meneses César A.,C,"-1,0",,26.0,Barrero Meneses César A.,1998,Internacional,"De Grave, Eddy; Da Costa, GM; Bowen, LH; Barrero, CA; Vandenberghe, RE; ",Characterisation of soil-oxide analogs by applied-field 57Fe Mössbauer spectroscopy,117,245.0,Hyperfine Interactions,GES: Estado Sólido,C,"-1,0",Experimental,15,characterisationofsoiloxideanalogsbyappliedfield57femssbauerspectroscopy,Desconocido
2002,Internacional,"De Grave, Eddy; Barrero, CA; Da Costa, GM; Vandenberghe, RE; Van San, Erwin; ",Clay minerals,37,591.0,0009-8604,Mössbauer spectra of α-and γ-polymorphs of FeOOH and Fe2O3: effects of poor crystallinity and of Al-for-Fe substitution,,,GES: Estado Sólido,Not DOI,,,Barrero Meneses César A.,A1,"1,171",,16.0,Barrero Meneses César A.,2002,Internacional,"De Grave, Eddy; Barrero, CA; Da Costa, GM; Vandenberghe, RE; Van San, Erwin; ",Mössbauer spectra of α-and γ-polymorphs of FeOOH and Fe2O3: effects of poor crystallinity and of Al-for-Fe substitution,37,591.0,Clay minerals,GES: Estado Sólido,A1,"1,171",Experimental,24,mssbauerspectraofandpolymorphsoffeoohandfe2o3effectsofpoorcrystallinityandofalforfesubstitution,Desconocido
2004,Internacional,"Barrero, CA; Arpe, J; Sileo, E; Sanchez, LC; Zysler, R; Saragovi, C; ",Physica B,354,27.0,0921-4526,Ni-and Zn-doped hematite obtained by combustion of mixed metal oxinates,,,GES: Estado Sólido,10.1016/j.physb.2004.09.013,,,Barrero Meneses César A.,A1,"0,822",,8.0,Barrero Meneses César A.,2004,Internacional,"Barrero, CA; Arpe, J; Sileo, E; Sanchez, LC; Zysler, R; Saragovi, C; ",Ni-and Zn-doped hematite obtained by combustion of mixed metal oxinates,354,27.0,Physica B,GES: Estado Sólido,A1,"0,822",Experimental,22,niandzndopedhematiteobtainedbycombustionofmixedmetaloxinates,Luis Carlos Sánchez Pacheco
2006,Internacional,"Nomura, Kiyoshi; Barrero, C; Sakuma, J; Takeda, M; ",Czechoslovak Journal of Physics,56,75.0,0011-4626,Mössbauer study of SnO2 powders doped with dilute 57Fe prepared by a sol-gel method,,,GES: Estado Sólido,10.1007/s10582-006-0473-z,,,Barrero Meneses César A.,C,"-1,0",,7.0,Barrero Meneses César A.,2006,Internacional,"Nomura, Kiyoshi; Barrero, C; Sakuma, J; Takeda, M; ",Mössbauer study of SnO2 powders doped with dilute 57Fe prepared by a sol-gel method,56,75.0,Czechoslovak Journal of Physics,GES: Estado Sólido,C,"-1,0",Experimental,11,mssbauerstudyofsno2powdersdopedwithdilute57fepreparedbyasolgelmethod,Desconocido
2003,Internacional,"Mazo-Zuluaga, J; Barrero, CA; Diaz-Teran, J; Jerez, A; ",Hyperfine Interactions,148,153.0,0304-3843,Thermally induced magnetite–haematite transformation,,,MS: Magnetismo y Simulación; GES: Estado Sólido,Not DOI,,,Mazo Zuluaga Johan; Barrero Meneses César A.,C,"-1,0",,9.0,Mazo Zuluaga Johan,2003,Internacional,"Mazo-Zuluaga, J; Barrero, CA; Diaz-Teran, J; Jerez, A; ",Thermally induced magnetite–haematite transformation,148,153.0,Hyperfine Interactions,MS: Magnetismo y Simulación; GES: Estado Sólido,C,"-1,0",Experimental,15,thermallyinducedmagnetitehaematitetransformation,Jorge Ivan Zuluaga Callejas
2009,Internacional,"Pérez, FR; Barrero, CA; Walker, AR Hight; García, KE; Nomura, K; ",Materials Chemistry and Physics,117,214.0,0254-0584,"Effects of chloride concentration, immersion time and steel composition on the spinel phase formation",,,GES: Estado Sólido,10.1016/j.matchemphys.2009.05.045,,,Barrero Meneses César A.,A1,"1,799",,10.0,Barrero Meneses César A.,2009,Internacional,"Pérez, FR; Barrero, CA; Walker, AR Hight; García, KE; Nomura, K; ","Effects of chloride concentration, immersion time and steel composition on the spinel phase formation",117,214.0,Materials Chemistry and Physics,GES: Estado Sólido,A1,"1,799",Experimental,22,effectsofchlorideconcentrationimmersiontimeandsteelcompositiononthespinelphaseformation,Desconocido
2009,Internacional,"Pérez, FR; Barrero, CA; Arnache, O; Sánchez, LC; García, KE; Walker, AR Hight; ",Physica B,404,1347.0,0921-4526,Structural properties of iron phases formed on low alloy steels immersed in sodium chloride-rich solutions,,,GES: Estado Sólido,10.1016/j.physb.2008.12.020,,,Barrero Meneses César A.; Arnache Olmos Óscar L.,A1,"0,822",,7.0,Barrero Meneses César A.,2009,Internacional,"Pérez, FR; Barrero, CA; Arnache, O; Sánchez, LC; García, KE; Walker, AR Hight; ",Structural properties of iron phases formed on low alloy steels immersed in sodium chloride-rich solutions,404,1347.0,Physica B,GES: Estado Sólido,A1,"0,822",Experimental,14,structuralpropertiesofironphasesformedonlowalloysteelsimmersedinsodiumchloriderichsolutions,Desconocido
2009,Internacional,"Nomura, K; Barrero, CA; Kuwano, K; Yamada, Y; Saito, T; Kuzmann, E; ",Hyperfine Interactions,191,25.0,0304-3843,57Fe Mössbauer study of sol–gel synthesized Sn1− x− y Fe x Sb y O2− δ powders,,,GES: Estado Sólido,10.1007/978-3-642-01370-6_46,,,Barrero Meneses César A.,C,"-1,0",,8.0,Barrero Meneses César A.,2009,Internacional,"Nomura, K; Barrero, CA; Kuwano, K; Yamada, Y; Saito, T; Kuzmann, E; ",57Fe Mössbauer study of sol–gel synthesized Sn1− x− y Fe x Sb y O2− δ powders,191,25.0,Hyperfine Interactions,GES: Estado Sólido,C,"-1,0",Experimental,19,57femssbauerstudyofsolgelsynthesizedsn1xyfexsbyo2powders,Desconocido
2004,Internacional,"Saragovi, C; Arpe, J; Sileo, E; Zysler, R; Sanchez, LC; Barrero, CA; ",Physics and chemistry of minerals,31,625.0,0342-1791,Changes in the structural and magnetic properties of Ni–substituted hematite prepared from metal oxinates,,,GES: Estado Sólido,10.1007/s00269-004-0422-y,,,Barrero Meneses César A.,A1,"1,524",,8.0,Barrero Meneses César A.,2004,Internacional,"Saragovi, C; Arpe, J; Sileo, E; Zysler, R; Sanchez, LC; Barrero, CA; ",Changes in the structural and magnetic properties of Ni–substituted hematite prepared from metal oxinates,31,625.0,Physics and chemistry of minerals,GES: Estado Sólido,A1,"1,524",Experimental,17,changesinthestructuralandmagneticpropertiesofnisubstitutedhematitepreparedfrommetaloxinates,Luis Carlos Sánchez Pacheco
2010,Internacional,"Sánchez, LC; Beltran, JJ; Osorio, J; Calle, AM; Barrero, CA; ",Hyperfine Interactions,195,185.0,0304-3843,Fe-doped SnO 2 nanopowders obtained by sol–gel and mechanochemical alloying with and without thermal treatment,,,GES: Estado Sólido,10.1007/978-3-642-10764-1_29,,,Osorio Vélez Jaime; Barrero Meneses César A.,C,"-1,0",,5.0,Osorio Vélez Jaime,2010,Internacional,"Sánchez, LC; Beltran, JJ; Osorio, J; Calle, AM; Barrero, CA; ",Fe-doped SnO 2 nanopowders obtained by sol–gel and mechanochemical alloying with and without thermal treatment,195,185.0,Hyperfine Interactions,GES: Estado Sólido,C,"-1,0",Experimental,6,fedopedsno2nanopowdersobtainedbysolgelandmechanochemicalalloyingwithandwithoutthermaltreatment,Jailes Joaquin Beltrán Jimenez
2010,Internacional,"Beltran, JJ; Sánchez, LC; Osorio, J; Tirado, L; Baggio-Saitovitch, EM; Barrero, CA; ",Journal of materials science,45,5002.0,0022-2461,Crystallographic and magnetic properties of Fe-doped SnO2 nanopowders obtained by a sol–gel method,,,GES: Estado Sólido,10.1007/s10853-010-4454-z,,,Osorio Vélez Jaime; Barrero Meneses César A.,A1,"1,471",,10.0,Osorio Vélez Jaime,2010,Internacional,"Beltran, JJ; Sánchez, LC; Osorio, J; Tirado, L; Baggio-Saitovitch, EM; Barrero, CA; ",Crystallographic and magnetic properties of Fe-doped SnO2 nanopowders obtained by a sol–gel method,45,5002.0,Journal of materials science,GES: Estado Sólido,A1,"1,471",Experimental,13,crystallographicandmagneticpropertiesoffedopedsno2nanopowdersobtainedbyasolgelmethod,Jailes Joaquin Beltrán Jimenez
2008,Internacional,"Sánchez, LC; Calle, AM; Arboleda, JD; Osorio, J; Nomura, K; Barrero, CA; ",Microelectronics Journal,39,1320.0,0026-2692,Fe-doped SnO 2 obtained by mechanical alloying,,,GES: Estado Sólido,Not DOI,,,Osorio Vélez Jaime; Barrero Meneses César A.,A2,"0,859",,2.0,Osorio Vélez Jaime,2008,Internacional,"Sánchez, LC; Calle, AM; Arboleda, JD; Osorio, J; Nomura, K; Barrero, CA; ",Fe-doped SnO 2 obtained by mechanical alloying,39,1320.0,Microelectronics Journal,GES: Estado Sólido,A2,"0,859",Experimental,6,fedopedsno2obtainedbymechanicalalloying,Ana Maria Calle Arcila
2007,Internacional,"Sileo, Elsa E; Daroca, Diego Pérez; Barrero, César A; Larralde, Ana L; Giberti, Mariela S; Saragovi, Celia; ",Chemical geology,238,84.0,0009-2541,Influence of the genesis on the structural and hyperfine properties of Cr-substituted hematites,,,GES: Estado Sólido,10.1016/j.chemgeo.2006.10.017,,,Barrero Meneses César A.,A1,"3,531",,10.0,Barrero Meneses César A.,2007,Internacional,"Sileo, Elsa E; Daroca, Diego Pérez; Barrero, César A; Larralde, Ana L; Giberti, Mariela S; Saragovi, Celia; ",Influence of the genesis on the structural and hyperfine properties of Cr-substituted hematites,238,84.0,Chemical geology,GES: Estado Sólido,A1,"3,531",Experimental,14,influenceofthegenesisonthestructuralandhyperfinepropertiesofcrsubstitutedhematites,Desconocido
2006,Nacional,"Sánchez, LC; Perez, F; Arboleda, JD; Saragovi, C; Barrero, C; ",Revista Colombiana de Física,38,497.0,0120-2650,Propiedades estructurales y magnéticas de hematitas puras sometidas a aleamiento mecánico en aire,,,GES: Estado Sólido,Not DOI,,,Barrero Meneses César A.,B,"-1,0",,-1.0,Barrero Meneses César A.,2006,Nacional,"Sánchez, LC; Perez, F; Arboleda, JD; Saragovi, C; Barrero, C; ",Propiedades estructurales y magnéticas de hematitas puras sometidas a aleamiento mecánico en aire,38,497.0,Revista Colombiana de Física,GES: Estado Sólido,B,"-1,0",Experimental,1,propiedadesestructuralesymagnticasdehematitaspurassometidasaaleamientomecnicoenaire,Desconocido
2008,Internacional,"Calle, AM; Sanchez, LC; Arboleda, JD; Beltran, JJ; Barrero, CA; Osorio, J; Nomura, K; ",Microelectronics Journal,39,1322.0,0026-2692,Mixtures of iron and anatase TiO 2 by mechanical alloying,,,GES: Estado Sólido,10.1016/j.mejo.2008.01.049,,,Barrero Meneses César A.; Osorio Vélez Jaime,A2,"0,859",,2.0,Barrero Meneses César A.,2008,Internacional,"Calle, AM; Sanchez, LC; Arboleda, JD; Beltran, JJ; Barrero, CA; Osorio, J; Nomura, K; ",Mixtures of iron and anatase TiO 2 by mechanical alloying,39,1322.0,Microelectronics Journal,GES: Estado Sólido,A2,"0,859",Experimental,5,mixturesofironandanatasetio2bymechanicalalloying,Ana Maria Calle Arcila; Jailes Joaquin Beltrán Jimenez; Luis Carlos Sánchez Pacheco
2010,Internacional,"Pérez, FR; Barrero, CA; García, KE; ",Corrosion Science,52,2582.0,0010-938X,Factors affecting the amount of corroded iron converted into adherent rust in steels submitted to immersion tests,,,GES: Estado Sólido,10.1016/j.corsci.2010.04.005,,,Barrero Meneses César A.,A1,"2,316",,10.0,Barrero Meneses César A.,2010,Internacional,"Pérez, FR; Barrero, CA; García, KE; ",Factors affecting the amount of corroded iron converted into adherent rust in steels submitted to immersion tests,52,2582.0,Corrosion Science,GES: Estado Sólido,A1,"2,316",Experimental,13,factorsaffectingtheamountofcorrodedironconvertedintoadherentrustinsteelssubmittedtoimmersiontests,Desconocido
2006,Nacional,"Garzón, R; Barrero, C; García, KE; Pérez, F; Galeano, J; Salazar, A; Lorduy, H; ",Revista Colombiana de Física,38,,0120-2650,MORPHOLOGICAL ANALYSIS AND CLASSIFICATION OF TYPES OF SURFACE CORROSION DAMAGE BY DIGITAL IMAGE PROCESSING.,,,GES: Estado Sólido,Not DOI,,,Barrero Meneses César A.,B,"-1,0",,,Barrero Meneses César A.,2006,Nacional,"Garzón, R; Barrero, C; García, KE; Pérez, F; Galeano, J; Salazar, A; Lorduy, H; ",MORPHOLOGICAL ANALYSIS AND CLASSIFICATION OF TYPES OF SURFACE CORROSION DAMAGE BY DIGITAL IMAGE PROCESSING.,38,,Revista Colombiana de Física,GES: Estado Sólido,B,"-1,0",Experimental,1,morphologicalanalysisandclassificationoftypesofsurfacecorrosiondamagebydigitalimageprocessing,Desconocido
2007,Nacional,"Pérez, F; ",Revista Colombiana de Física,39,83.0,0000-0000,et ál. Caracterización de herrumbres en procesos de corrosión de aceros en inmersión total,,,Unknown,Not DOI,,,NN,B,"-1,0",,4.0,NN,2007,Nacional,"Pérez, F; ",et ál. Caracterización de herrumbres en procesos de corrosión de aceros en inmersión total,39,83.0,Revista Colombiana de Física,Unknown,B,"-1,0",Desconocida,4,etlcaracterizacindeherrumbresenprocesosdecorrosindeaceroseninmersintotal,Desconocido
2008,Nacional,"Pérez, FR; Barrero, CA; García, KE; Walker, A Hight; Tobón, J; Londoño, F; ",Revista Colombiana de Física,40,126.0,0120-2650,Structural and vibrational characteristics of magnetite as a corrosion product,,,GES: Estado Sólido,Not DOI,,,Barrero Meneses César A.,B,"-1,0",,-1.0,Barrero Meneses César A.,2008,Nacional,"Pérez, FR; Barrero, CA; García, KE; Walker, A Hight; Tobón, J; Londoño, F; ",Structural and vibrational characteristics of magnetite as a corrosion product,40,126.0,Revista Colombiana de Física,GES: Estado Sólido,B,"-1,0",Experimental,3,structuralandvibrationalcharacteristicsofmagnetiteasacorrosionproduct,Desconocido
2008,Internacional,"Sánchez, LC; Calle, AM; Arboleda, JD; Beltran, JJ; Barrero, CA; Osorio, J; Nomura, K; ",Hyperfine Interactions,183,117.0,0304-3843,Fe-doped TiO2 prepared by mechanical alloying,,,GES: Estado Sólido,10.1007/978-3-540-78697-9_34,,,Barrero Meneses César A.; Osorio Vélez Jaime,C,"-1,0",,6.0,Barrero Meneses César A.,2008,Internacional,"Sánchez, LC; Calle, AM; Arboleda, JD; Beltran, JJ; Barrero, CA; Osorio, J; Nomura, K; ",Fe-doped TiO2 prepared by mechanical alloying,183,117.0,Hyperfine Interactions,GES: Estado Sólido,C,"-1,0",Experimental,3,fedopedtio2preparedbymechanicalalloying,Ana Maria Calle Arcila; Jailes Joaquin Beltrán Jimenez
2003,Nacional,"Novegil-Anleo, FJ; García, KE; Barrero, CA; ",Revista Colombiana de Física,35,279.0,0120-2650,Transformaciones térmicas de algunos óxidos de hierro,,,GES: Estado Sólido,Not DOI,,,Barrero Meneses César A.,B,"-1,0",,-1.0,Barrero Meneses César A.,2003,Nacional,"Novegil-Anleo, FJ; García, KE; Barrero, CA; ",Transformaciones térmicas de algunos óxidos de hierro,35,279.0,Revista Colombiana de Física,GES: Estado Sólido,B,"-1,0",Experimental,1,transformacionestrmicasdealgunosxidosdehierro,Desconocido
2009,Nacional,"Calle, AM; Sánchez, LC; Arboleda, JD; Osorio, J; Nomura, K; Barrero, CA; ",Revista Colombiana de Física,41,,0120-2650,TiO2 Dopado con Fe Obtenido por Aleamiento Mecánico,,,GES: Estado Sólido,Not DOI,,,Osorio Vélez Jaime; Barrero Meneses César A.,B,"-1,0",,,Osorio Vélez Jaime,2009,Nacional,"Calle, AM; Sánchez, LC; Arboleda, JD; Osorio, J; Nomura, K; Barrero, CA; ",TiO2 Dopado con Fe Obtenido por Aleamiento Mecánico,41,,Revista Colombiana de Física,GES: Estado Sólido,B,"-1,0",Experimental,0,tio2dopadoconfeobtenidoporaleamientomecnico,Ana Maria Calle Arcila
2008,Internacional,"Osorio, Jaime; Calle, Ana; Beltran, Jailes; Sanchez, Luis; Tirado, Liliana; Nomura, Kiyoshi; Barrero, Cesar; ",APS March Meeting Abstracts,1,1165.0,0000-0000,"Fe-Doped Sno2 Powders Obtained By Sol-Gel Method, Mechanochemical Alloying, and Thermal Treatment",,,GES: Estado Sólido,Not DOI,,,Osorio Vélez Jaime; Barrero Meneses César A.,00,"-1,0",,-1.0,Osorio Vélez Jaime,2008,Internacional,"Osorio, Jaime; Calle, Ana; Beltran, Jailes; Sanchez, Luis; Tirado, Liliana; Nomura, Kiyoshi; Barrero, Cesar; ","Fe-Doped Sno2 Powders Obtained By Sol-Gel Method, Mechanochemical Alloying, and Thermal Treatment",1,1165.0,APS March Meeting Abstracts,GES: Estado Sólido,00,"-1,0",Experimental,0,fedopedsno2powdersobtainedbysolgelmethodmechanochemicalalloyingandthermaltreatment,Ana Maria Calle Arcila; Jailes Joaquin Beltrán Jimenez; Luis Carlos Sánchez Pacheco
2003,Nacional,"Betancur, JD; Barrero, CA; Greneche, JM; Goya, GF; Berquo, T; ",Revista Colombiana de Física,35,323.0,0120-2650,EFECTO DEL CONTENIDO DE AGUA EN LAS PROPIEDADES MAGNÉTICAS DE LA GOETHITA,,,GES: Estado Sólido,Not DOI,,,Barrero Meneses César A.,B,"-1,0",,-1.0,Barrero Meneses César A.,2003,Nacional,"Betancur, JD; Barrero, CA; Greneche, JM; Goya, GF; Berquo, T; ",EFECTO DEL CONTENIDO DE AGUA EN LAS PROPIEDADES MAGNÉTICAS DE LA GOETHITA,35,323.0,Revista Colombiana de Física,GES: Estado Sólido,B,"-1,0",Experimental,0,efectodelcontenidodeaguaenlaspropiedadesmagnticasdelagoethita,Juan David Betancur Rios
1997,Internacional,"Wu, HC; Dieperink, AEL; Paez, MJ; Ponce, WA; Scholten, O; ",CONFERENCE PROCEEDINGS-ITALIAN PHYSICAL SOCIETY,59,339.0,1122-1437,A generalized seniority model study of the DCX reaction and the double-beta decay,,,FN: Física Nuclear; GFIF: Grupo de Fenomenología de Interacciones Fundamentales,Not DOI,,,Wu Huachuan; Ponce Gutiérrez William Alberto,C,"-1,0",,3.0,Wu Huachuan,1997,Internacional,"Wu, HC; Dieperink, AEL; Paez, MJ; Ponce, WA; Scholten, O; ",A generalized seniority model study of the DCX reaction and the double-beta decay,59,339.0,CONFERENCE PROCEEDINGS-ITALIAN PHYSICAL SOCIETY,FN: Física Nuclear; GFIF: Grupo de Fenomenología de Interacciones Fundamentales,C,"-1,0",Teórica,0,ageneralizedsenioritymodelstudyofthedcxreactionandthedoublebetadecay,Desconocido
2002,Internacional,"Wu, HC; Aristizabal, MF; Ponce, WA; ",Acta Physica Hungarica,16,347.0,1219-7580,Is nuclear structure relevant to non-mesonic hypernuclear weak decay?,,,FN: Física Nuclear; GFIF: Grupo de Fenomenología de Interacciones Fundamentales,Not DOI,,,Wu Huachuan; Ponce Gutiérrez William Alberto,A2,"-1,0",,12.0,Wu Huachuan,2002,Internacional,"Wu, HC; Aristizabal, MF; Ponce, WA; ",Is nuclear structure relevant to non-mesonic hypernuclear weak decay?,16,347.0,Acta Physica Hungarica,FN: Física Nuclear; GFIF: Grupo de Fenomenología de Interacciones Fundamentales,A2,"-1,0",Teórica,0,isnuclearstructurerelevanttononmesonichypernuclearweakdecay,Desconocido
2001,Internacional,"Aristizabal, MF; Wu, HC; Ponce, WA; ",Mesons and Light Nuclei,603,397.0,0000-0000,Non-mesonic weak decay of Lambda-hypernuclei and nuclear structure,,,FN: Física Nuclear; GFIF: Grupo de Fenomenología de Interacciones Fundamentales,Not DOI,,,Wu Huachuan; Ponce Gutiérrez William Alberto,00,"-1,0",,4.0,Wu Huachuan,2001,Internacional,"Aristizabal, MF; Wu, HC; Ponce, WA; ",Non-mesonic weak decay of Lambda-hypernuclei and nuclear structure,603,397.0,Mesons and Light Nuclei,FN: Física Nuclear; GFIF: Grupo de Fenomenología de Interacciones Fundamentales,00,"-1,0",Teórica,0,nonmesonicweakdecayoflambdahypernucleiandnuclearstructure,Maria Fernanda Aristizabal Vargas
2006,Internacional,"Nardi, Enrico; Nir, Yosef; Roulet, Esteban; Racker, Juan; ",Journal of High Energy Physics,2006,164.0,1126-6708,The importance of flavor in leptogenesis,,,GFIF: Grupo de Fenomenología de Interacciones Fundamentales,10.1088/1126-6708/2006/01/164,,,Nardi Enrico,A1,"5,375",,-1.0,Nardi Enrico,2006,Internacional,"Nardi, Enrico; Nir, Yosef; Roulet, Esteban; Racker, Juan; ",The importance of flavor in leptogenesis,2006,164.0,Journal of High Energy Physics,GFIF: Grupo de Fenomenología de Interacciones Fundamentales,A1,"5,375",Teórica,345,theimportanceofflavorinleptogenesis,Desconocido
2008,Internacional,"Davidson, Sacha; Nardi, Enrico; Nir, Yosef; ",Physics Reports,466,105.0,0370-1573,Leptogenesis,,,GFIF: Grupo de Fenomenología de Interacciones Fundamentales,10.1016/j.physrep.2008.06.002,,,Nardi Enrico,A1,"18,522",,73.0,Nardi Enrico,2008,Internacional,"Davidson, Sacha; Nardi, Enrico; Nir, Yosef; ",Leptogenesis,466,105.0,Physics Reports,GFIF: Grupo de Fenomenología de Interacciones Fundamentales,A1,"18,522",Teórica,480,leptogenesis,Desconocido
